;Name;Status;2016-1;2016-2;2016-3;2016-4;2016-5;2016-6;2016-7;2016-8;2016-9;2016-10;2016-11;2016-12;2017-1;2017-2;2017-3;2017-4;2017-5;2017-6;2017-7;2017-8;2017-9;2017-10;2017-11;2017-12;2018-1;2018-2;2018-3;2018-4;2018-5;2018-6;2018-7;2018-8;2018-9;2018-10;2018-11;2018-12;2019-1;2019-2;2019-3;2019-4;2019-5;2019-6;2019-7;2019-8;2019-9;2019-10;2019-11;2019-12;2020-1;2020-2;2020-3;2020-4;2020-5;2020-6;2020-7
Thái Bình;Vũ Thư;District;225276.29582;225276.29582;225276.29582;225276.29582;225276.29582;225276.29582;225276.29582;225276.29582;225276.29582;225276.29582;225276.29582;225276.29582;226154.43639;226154.43639;226154.43639;226154.43639;226154.43639;226154.43639;226154.43639;226154.43639;226154.43639;226154.43639;226154.43639;226154.43639;227036;227036;227036;227036;227036;227036;227036;227036;227036;227036;227036;227036;227921;227921;227921;227921;227921;227921;227921;227921;227921;227921;227921;227921;228806;228806;228806;228806;228806;228806;228806
Thái Nguyên;Thái Nguyên;Province;1242637.21807;1242637.21807;1242637.21807;1242637.21807;1242637.21807;1242637.21807;1242637.21807;1242637.21807;1242637.21807;1242637.21807;1242637.21807;1242637.21807;1257171.15967;1257171.15967;1257171.15967;1257171.15967;1257171.15967;1257171.15967;1257171.15967;1257171.15967;1257171.15967;1257171.15967;1257171.15967;1257171.15967;1271875.09091;1271875.09091;1271875.09091;1271875.09091;1271875.09091;1271875.09091;1271875.09091;1271875.09091;1271875.09091;1271875.09091;1271875.09091;1271875.09091;1286751;1286751;1286751;1286751;1286751;1286751;1286751;1286751;1286751;1286751;1286751;1286751;1301626.90909;1301626.90909;1301626.90909;1301626.90909;1301626.90909;1301626.90909;1301626.90909
Thái Nguyên;Đại Từ;District;168441.32822;168441.32822;168441.32822;168441.32822;168441.32822;168441.32822;168441.32822;168441.32822;168441.32822;168441.32822;168441.32822;168441.32822;169521.60907;169521.60907;169521.60907;169521.60907;169521.60907;169521.60907;169521.60907;169521.60907;169521.60907;169521.60907;169521.60907;169521.60907;170608.81818;170608.81818;170608.81818;170608.81818;170608.81818;170608.81818;170608.81818;170608.81818;170608.81818;170608.81818;170608.81818;170608.81818;171703;171703;171703;171703;171703;171703;171703;171703;171703;171703;171703;171703;172797.18182;172797.18182;172797.18182;172797.18182;172797.18182;172797.18182;172797.18182
Thái Nguyên;Định Hóa;District;88689.61447;88689.61447;88689.61447;88689.61447;88689.61447;88689.61447;88689.61447;88689.61447;88689.61447;88689.61447;88689.61447;88689.61447;88888.6294;88888.6294;88888.6294;88888.6294;88888.6294;88888.6294;88888.6294;88888.6294;88888.6294;88888.6294;88888.6294;88888.6294;89088.09091;89088.09091;89088.09091;89088.09091;89088.09091;89088.09091;89088.09091;89088.09091;89088.09091;89088.09091;89088.09091;89088.09091;89288;89288;89288;89288;89288;89288;89288;89288;89288;89288;89288;89288;89487.90909;89487.90909;89487.90909;89487.90909;89487.90909;89487.90909;89487.90909
Thái Nguyên;Đồng Hỷ;District;89901.07407;89901.07407;89901.07407;89901.07407;89901.07407;89901.07407;89901.07407;89901.07407;89901.07407;89901.07407;89901.07407;89901.07407;90733.32119;90733.32119;90733.32119;90733.32119;90733.32119;90733.32119;90733.32119;90733.32119;90733.32119;90733.32119;90733.32119;90733.32119;91573.27273;91573.27273;91573.27273;91573.27273;91573.27273;91573.27273;91573.27273;91573.27273;91573.27273;91573.27273;91573.27273;91573.27273;92421;92421;92421;92421;92421;92421;92421;92421;92421;92421;92421;92421;93268.72727;93268.72727;93268.72727;93268.72727;93268.72727;93268.72727;93268.72727
Thái Nguyên;Phổ Yên;District-level Town;180835.36154;180835.36154;180835.36154;180835.36154;180835.36154;180835.36154;180835.36154;180835.36154;180835.36154;180835.36154;180835.36154;180835.36154;185874.51575;185874.51575;185874.51575;185874.51575;185874.51575;185874.51575;185874.51575;185874.51575;185874.51575;185874.51575;185874.51575;185874.51575;191054.09091;191054.09091;191054.09091;191054.09091;191054.09091;191054.09091;191054.09091;191054.09091;191054.09091;191054.09091;191054.09091;191054.09091;196378;196378;196378;196378;196378;196378;196378;196378;196378;196378;196378;196378;201701.90909;201701.90909;201701.90909;201701.90909;201701.90909;201701.90909;201701.90909
Thái Nguyên;Phú Bình;District;149585.421;149585.421;149585.421;149585.421;149585.421;149585.421;149585.421;149585.421;149585.421;149585.421;149585.421;149585.421;151953.91402;151953.91402;151953.91402;151953.91402;151953.91402;151953.91402;151953.91402;151953.91402;151953.91402;151953.91402;151953.91402;151953.91402;154359.90909;154359.90909;154359.90909;154359.90909;154359.90909;154359.90909;154359.90909;154359.90909;154359.90909;154359.90909;154359.90909;154359.90909;156804;156804;156804;156804;156804;156804;156804;156804;156804;156804;156804;156804;159248.09091;159248.09091;159248.09091;159248.09091;159248.09091;159248.09091;159248.09091
Thái Nguyên;Phú Lương;District;99311.60539;99311.60539;99311.60539;99311.60539;99311.60539;99311.60539;99311.60539;99311.60539;99311.60539;99311.60539;99311.60539;99311.60539;100295.29457;100295.29457;100295.29457;100295.29457;100295.29457;100295.29457;100295.29457;100295.29457;100295.29457;100295.29457;100295.29457;100295.29457;101288.72727;101288.72727;101288.72727;101288.72727;101288.72727;101288.72727;101288.72727;101288.72727;101288.72727;101288.72727;101288.72727;101288.72727;102292;102292;102292;102292;102292;102292;102292;102292;102292;102292;102292;102292;103295.27273;103295.27273;103295.27273;103295.27273;103295.27273;103295.27273;103295.27273
Thái Nguyên;Sông Công;District-level City;67579.56466;67579.56466;67579.56466;67579.56466;67579.56466;67579.56466;67579.56466;67579.56466;67579.56466;67579.56466;67579.56466;67579.56466;68175.11273;68175.11273;68175.11273;68175.11273;68175.11273;68175.11273;68175.11273;68175.11273;68175.11273;68175.11273;68175.11273;68175.11273;68775.90909;68775.90909;68775.90909;68775.90909;68775.90909;68775.90909;68775.90909;68775.90909;68775.90909;68775.90909;68775.90909;68775.90909;69382;69382;69382;69382;69382;69382;69382;69382;69382;69382;69382;69382;69988.09091;69988.09091;69988.09091;69988.09091;69988.09091;69988.09091;69988.09091
Thái Nguyên;Thái Nguyên;District-level City;331459.31025;331459.31025;331459.31025;331459.31025;331459.31025;331459.31025;331459.31025;331459.31025;331459.31025;331459.31025;331459.31025;331459.31025;334414.12108;334414.12108;334414.12108;334414.12108;334414.12108;334414.12108;334414.12108;334414.12108;334414.12108;334414.12108;334414.12108;334414.12108;337395.27273;337395.27273;337395.27273;337395.27273;337395.27273;337395.27273;337395.27273;337395.27273;337395.27273;337395.27273;337395.27273;337395.27273;340403;340403;340403;340403;340403;340403;340403;340403;340403;340403;340403;340403;343410.72727;343410.72727;343410.72727;343410.72727;343410.72727;343410.72727;343410.72727
Thái Nguyên;Võ Nhai;District;67038.35809;67038.35809;67038.35809;67038.35809;67038.35809;67038.35809;67038.35809;67038.35809;67038.35809;67038.35809;67038.35809;67038.35809;67383.78909;67383.78909;67383.78909;67383.78909;67383.78909;67383.78909;67383.78909;67383.78909;67383.78909;67383.78909;67383.78909;67383.78909;67731;67731;67731;67731;67731;67731;67731;67731;67731;67731;67731;67731;68080;68080;68080;68080;68080;68080;68080;68080;68080;68080;68080;68080;68429;68429;68429;68429;68429;68429;68429
Thanh Hóa;Thanh Hóa;Province;3575190.83476;3575190.83476;3575190.83476;3575190.83476;3575190.83476;3575190.83476;3575190.83476;3575190.83476;3575190.83476;3575190.83476;3575190.83476;3575190.83476;3596706.81074;3596706.81074;3596706.81074;3596706.81074;3596706.81074;3596706.81074;3596706.81074;3596706.81074;3596706.81074;3596706.81074;3596706.81074;3596706.81074;3618352.27273;3618352.27273;3618352.27273;3618352.27273;3618352.27273;3618352.27273;3618352.27273;3618352.27273;3618352.27273;3618352.27273;3618352.27273;3618352.27273;3640128;3640128;3640128;3640128;3640128;3640128;3640128;3640128;3640128;3640128;3640128;3640128;3661903.72727;3661903.72727;3661903.72727;3661903.72727;3661903.72727;3661903.72727;3661903.72727
