;Name;Status;2016-1;2016-2;2016-3;2016-4;2016-5;2016-6;2016-7;2016-8;2016-9;2016-10;2016-11;2016-12;2017-1;2017-2;2017-3;2017-4;2017-5;2017-6;2017-7;2017-8;2017-9;2017-10;2017-11;2017-12;2018-1;2018-2;2018-3;2018-4;2018-5;2018-6;2018-7;2018-8;2018-9;2018-10;2018-11;2018-12;2019-1;2019-2;2019-3;2019-4;2019-5;2019-6;2019-7;2019-8;2019-9;2019-10;2019-11;2019-12;2020-1;2020-2;2020-3;2020-4;2020-5;2020-6;2020-7
Hà Nội;Thạch Thất;District;206088.45133;206088.45133;206088.45133;206088.45133;206088.45133;206088.45133;206088.45133;206088.45133;206088.45133;206088.45133;206088.45133;206088.45133;209519.52805;209519.52805;209519.52805;209519.52805;209519.52805;209519.52805;209519.52805;209519.52805;209519.52805;209519.52805;209519.52805;209519.52805;213007.72727;213007.72727;213007.72727;213007.72727;213007.72727;213007.72727;213007.72727;213007.72727;213007.72727;213007.72727;213007.72727;213007.72727;216554;216554;216554;216554;216554;216554;216554;216554;216554;216554;216554;216554;220100.27273;220100.27273;220100.27273;220100.27273;220100.27273;220100.27273;220100.27273
Hà Nội;Thanh Oai;District;199313.03487;199313.03487;199313.03487;199313.03487;199313.03487;199313.03487;199313.03487;199313.03487;199313.03487;199313.03487;199313.03487;199313.03487;203144.24106;203144.24106;203144.24106;203144.24106;203144.24106;203144.24106;203144.24106;203144.24106;203144.24106;203144.24106;203144.24106;203144.24106;207049.09091;207049.09091;207049.09091;207049.09091;207049.09091;207049.09091;207049.09091;207049.09091;207049.09091;207049.09091;207049.09091;207049.09091;211029;211029;211029;211029;211029;211029;211029;211029;211029;211029;211029;211029;215008.90909;215008.90909;215008.90909;215008.90909;215008.90909;215008.90909;215008.90909
Hà Nội;Thanh Trì;District;255263.48711;255263.48711;255263.48711;255263.48711;255263.48711;255263.48711;255263.48711;255263.48711;255263.48711;255263.48711;255263.48711;255263.48711;261915.78956;261915.78956;261915.78956;261915.78956;261915.78956;261915.78956;261915.78956;261915.78956;261915.78956;261915.78956;261915.78956;261915.78956;268741.45455;268741.45455;268741.45455;268741.45455;268741.45455;268741.45455;268741.45455;268741.45455;268741.45455;268741.45455;268741.45455;268741.45455;275745;275745;275745;275745;275745;275745;275745;275745;275745;275745;275745;275745;282748.54545;282748.54545;282748.54545;282748.54545;282748.54545;282748.54545;282748.54545
Hà Nội;Thanh Xuân;Urban District;274888.37056;274888.37056;274888.37056;274888.37056;274888.37056;274888.37056;274888.37056;274888.37056;274888.37056;274888.37056;274888.37056;274888.37056;280964.93148;280964.93148;280964.93148;280964.93148;280964.93148;280964.93148;280964.93148;280964.93148;280964.93148;280964.93148;280964.93148;280964.93148;287175.81818;287175.81818;287175.81818;287175.81818;287175.81818;287175.81818;287175.81818;287175.81818;287175.81818;287175.81818;287175.81818;287175.81818;293524;293524;293524;293524;293524;293524;293524;293524;293524;293524;293524;293524;299872.18182;299872.18182;299872.18182;299872.18182;299872.18182;299872.18182;299872.18182
Hà Nội;Thường Tín;District;245154.56961;245154.56961;245154.56961;245154.56961;245154.56961;245154.56961;245154.56961;245154.56961;245154.56961;245154.56961;245154.56961;245154.56961;248296.60434;248296.60434;248296.60434;248296.60434;248296.60434;248296.60434;248296.60434;248296.60434;248296.60434;248296.60434;248296.60434;248296.60434;251478.90909;251478.90909;251478.90909;251478.90909;251478.90909;251478.90909;251478.90909;251478.90909;251478.90909;251478.90909;251478.90909;251478.90909;254702;254702;254702;254702;254702;254702;254702;254702;254702;254702;254702;254702;257925.09091;257925.09091;257925.09091;257925.09091;257925.09091;257925.09091;257925.09091
Hà Nội;Ứng Hòa;District;203095.34879;203095.34879;203095.34879;203095.34879;203095.34879;203095.34879;203095.34879;203095.34879;203095.34879;203095.34879;203095.34879;203095.34879;205654.19105;205654.19105;205654.19105;205654.19105;205654.19105;205654.19105;205654.19105;205654.19105;205654.19105;205654.19105;205654.19105;205654.19105;208245.27273;208245.27273;208245.27273;208245.27273;208245.27273;208245.27273;208245.27273;208245.27273;208245.27273;208245.27273;208245.27273;208245.27273;210869;210869;210869;210869;210869;210869;210869;210869;210869;210869;210869;210869;213492.72727;213492.72727;213492.72727;213492.72727;213492.72727;213492.72727;213492.72727
Hà Tĩnh;Hà Tĩnh;Province;1272077.24703;1272077.24703;1272077.24703;1272077.24703;1272077.24703;1272077.24703;1272077.24703;1272077.24703;1272077.24703;1272077.24703;1272077.24703;1272077.24703;1277649.05737;1277649.05737;1277649.05737;1277649.05737;1277649.05737;1277649.05737;1277649.05737;1277649.05737;1277649.05737;1277649.05737;1277649.05737;1277649.05737;1283245.27273;1283245.27273;1283245.27273;1283245.27273;1283245.27273;1283245.27273;1283245.27273;1283245.27273;1283245.27273;1283245.27273;1283245.27273;1283245.27273;1288866;1288866;1288866;1288866;1288866;1288866;1288866;1288866;1288866;1288866;1288866;1288866;1294486.72727;1294486.72727;1294486.72727;1294486.72727;1294486.72727;1294486.72727;1294486.72727
Hà Tĩnh;Cẩm Xuyên;District;147115.59584;147115.59584;147115.59584;147115.59584;147115.59584;147115.59584;147115.59584;147115.59584;147115.59584;147115.59584;147115.59584;147115.59584;147844.447;147844.447;147844.447;147844.447;147844.447;147844.447;147844.447;147844.447;147844.447;147844.447;147844.447;147844.447;148576.90909;148576.90909;148576.90909;148576.90909;148576.90909;148576.90909;148576.90909;148576.90909;148576.90909;148576.90909;148576.90909;148576.90909;149313;149313;149313;149313;149313;149313;149313;149313;149313;149313;149313;149313;150049.09091;150049.09091;150049.09091;150049.09091;150049.09091;150049.09091;150049.09091
Hà Tĩnh;Can Lộc;District;128666.75381;128666.75381;128666.75381;128666.75381;128666.75381;128666.75381;128666.75381;128666.75381;128666.75381;128666.75381;128666.75381;128666.75381;128810.34224;128810.34224;128810.34224;128810.34224;128810.34224;128810.34224;128810.34224;128810.34224;128810.34224;128810.34224;128810.34224;128810.34224;128954.09091;128954.09091;128954.09091;128954.09091;128954.09091;128954.09091;128954.09091;128954.09091;128954.09091;128954.09091;128954.09091;128954.09091;129098;129098;129098;129098;129098;129098;129098;129098;129098;129098;129098;129098;129241.90909;129241.90909;129241.90909;129241.90909;129241.90909;129241.90909;129241.90909
Hà Tĩnh;Đức Thọ;District;102375.25199;102375.25199;102375.25199;102375.25199;102375.25199;102375.25199;102375.25199;102375.25199;102375.25199;102375.25199;102375.25199;102375.25199;102103.447;102103.447;102103.447;102103.447;102103.447;102103.447;102103.447;102103.447;102103.447;102103.447;102103.447;102103.447;101832.36364;101832.36364;101832.36364;101832.36364;101832.36364;101832.36364;101832.36364;101832.36364;101832.36364;101832.36364;101832.36364;101832.36364;101562;101562;101562;101562;101562;101562;101562;101562;101562;101562;101562;101562;101291.63636;101291.63636;101291.63636;101291.63636;101291.63636;101291.63636;101291.63636
Hà Tĩnh;Hà Tĩnh;District-level City;99978.22863;99978.22863;99978.22863;99978.22863;99978.22863;99978.22863;99978.22863;99978.22863;99978.22863;99978.22863;99978.22863;99978.22863;101313.24647;101313.24647;101313.24647;101313.24647;101313.24647;101313.24647;101313.24647;101313.24647;101313.24647;101313.24647;101313.24647;101313.24647;102666.09091;102666.09091;102666.09091;102666.09091;102666.09091;102666.09091;102666.09091;102666.09091;102666.09091;102666.09091;102666.09091;102666.09091;104037;104037;104037;104037;104037;104037;104037;104037;104037;104037;104037;104037;105407.90909;105407.90909;105407.90909;105407.90909;105407.90909;105407.90909;105407.90909
Hà Tĩnh;Hồng Lĩnh;District-level Town;37605.33582;37605.33582;37605.33582;37605.33582;37605.33582;37605.33582;37605.33582;37605.33582;37605.33582;37605.33582;37605.33582;37605.33582;37871.9952;37871.9952;37871.9952;37871.9952;37871.9952;37871.9952;37871.9952;37871.9952;37871.9952;37871.9952;37871.9952;37871.9952;38140.54545;38140.54545;38140.54545;38140.54545;38140.54545;38140.54545;38140.54545;38140.54545;38140.54545;38140.54545;38140.54545;38140.54545;38411;38411;38411;38411;38411;38411;38411;38411;38411;38411;38411;38411;38681.45455;38681.45455;38681.45455;38681.45455;38681.45455;38681.45455;38681.45455
Hà Tĩnh;Hương Khê;District;99554.02272;99554.02272;99554.02272;99554.02272;99554.02272;99554.02272;99554.02272;99554.02272;99554.02272;99554.02272;99554.02272;99554.02272;99471.61361;99471.61361;99471.61361;99471.61361;99471.61361;99471.61361;99471.61361;99471.61361;99471.61361;99471.61361;99471.61361;99471.61361;99389.27273;99389.27273;99389.27273;99389.27273;99389.27273;99389.27273;99389.27273;99389.27273;99389.27273;99389.27273;99389.27273;99389.27273;99307;99307;99307;99307;99307;99307;99307;99307;99307;99307;99307;99307;99224.72727;99224.72727;99224.72727;99224.72727;99224.72727;99224.72727;99224.72727
Hà Tĩnh;Hương Sơn;District;113723.96322;113723.96322;113723.96322;113723.96322;113723.96322;113723.96322;113723.96322;113723.96322;113723.96322;113723.96322;113723.96322;113723.96322;113289.6523;113289.6523;113289.6523;113289.6523;113289.6523;113289.6523;113289.6523;113289.6523;113289.6523;113289.6523;113289.6523;113289.6523;112857;112857;112857;112857;112857;112857;112857;112857;112857;112857;112857;112857;112426;112426;112426;112426;112426;112426;112426;112426;112426;112426;112426;112426;111995;111995;111995;111995;111995;111995;111995
Hà Tĩnh;Kỳ Anh;District;118542.32427;118542.32427;118542.32427;118542.32427;118542.32427;118542.32427;118542.32427;118542.32427;118542.32427;118542.32427;118542.32427;118542.32427;119573.22499;119573.22499;119573.22499;119573.22499;119573.22499;119573.22499;119573.22499;119573.22499;119573.22499;119573.22499;119573.22499;119573.22499;120613.09091;120613.09091;120613.09091;120613.09091;120613.09091;120613.09091;120613.09091;120613.09091;120613.09091;120613.09091;120613.09091;120613.09091;121662;121662;121662;121662;121662;121662;121662;121662;121662;121662;121662;121662;122710.90909;122710.90909;122710.90909;122710.90909;122710.90909;122710.90909;122710.90909
Hà Tĩnh;Kỳ Anh;District-level Town;77338.21808;77338.21808;77338.21808;77338.21808;77338.21808;77338.21808;77338.21808;77338.21808;77338.21808;77338.21808;77338.21808;77338.21808;79166.89835;79166.89835;79166.89835;79166.89835;79166.89835;79166.89835;79166.89835;79166.89835;79166.89835;79166.89835;79166.89835;79166.89835;81038.81818;81038.81818;81038.81818;81038.81818;81038.81818;81038.81818;81038.81818;81038.81818;81038.81818;81038.81818;81038.81818;81038.81818;82955;82955;82955;82955;82955;82955;82955;82955;82955;82955;82955;82955;84871.18182;84871.18182;84871.18182;84871.18182;84871.18182;84871.18182;84871.18182
Hà Tĩnh;Lộc Hà;District;79075.49881;79075.49881;79075.49881;79075.49881;79075.49881;79075.49881;79075.49881;79075.49881;79075.49881;79075.49881;79075.49881;79075.49881;79109.65112;79109.65112;79109.65112;79109.65112;79109.65112;79109.65112;79109.65112;79109.65112;79109.65112;79109.65112;79109.65112;79109.65112;79143.81818;79143.81818;79143.81818;79143.81818;79143.81818;79143.81818;79143.81818;79143.81818;79143.81818;79143.81818;79143.81818;79143.81818;79178;79178;79178;79178;79178;79178;79178;79178;79178;79178;79178;79178;79212.18182;79212.18182;79212.18182;79212.18182;79212.18182;79212.18182;79212.18182
Hà Tĩnh;Nghi Xuân;District;100983.63527;100983.63527;100983.63527;100983.63527;100983.63527;100983.63527;100983.63527;100983.63527;100983.63527;100983.63527;100983.63527;100983.63527;101374.24401;101374.24401;101374.24401;101374.24401;101374.24401;101374.24401;101374.24401;101374.24401;101374.24401;101374.24401;101374.24401;101374.24401;101766.36364;101766.36364;101766.36364;101766.36364;101766.36364;101766.36364;101766.36364;101766.36364;101766.36364;101766.36364;101766.36364;101766.36364;102160;102160;102160;102160;102160;102160;102160;102160;102160;102160;102160;102160;102553.63636;102553.63636;102553.63636;102553.63636;102553.63636;102553.63636;102553.63636
Hà Tĩnh;Thạch Hà;District;138086.74837;138086.74837;138086.74837;138086.74837;138086.74837;138086.74837;138086.74837;138086.74837;138086.74837;138086.74837;138086.74837;138086.74837;138791.89195;138791.89195;138791.89195;138791.89195;138791.89195;138791.89195;138791.89195;138791.89195;138791.89195;138791.89195;138791.89195;138791.89195;139500.63636;139500.63636;139500.63636;139500.63636;139500.63636;139500.63636;139500.63636;139500.63636;139500.63636;139500.63636;139500.63636;139500.63636;140213;140213;140213;140213;140213;140213;140213;140213;140213;140213;140213;140213;140925.36364;140925.36364;140925.36364;140925.36364;140925.36364;140925.36364;140925.36364
Hà Tĩnh;Vũ Quang;District;29216.02419;29216.02419;29216.02419;29216.02419;29216.02419;29216.02419;29216.02419;29216.02419;29216.02419;29216.02419;29216.02419;29216.02419;28990.2763;28990.2763;28990.2763;28990.2763;28990.2763;28990.2763;28990.2763;28990.2763;28990.2763;28990.2763;28990.2763;28990.2763;28766.27273;28766.27273;28766.27273;28766.27273;28766.27273;28766.27273;28766.27273;28766.27273;28766.27273;28766.27273;28766.27273;28766.27273;28544;28544;28544;28544;28544;28544;28544;28544;28544;28544;28544;28544;28321.72727;28321.72727;28321.72727;28321.72727;28321.72727;28321.72727;28321.72727
Hậu Giang;Hậu Giang;Province;739659.60104;739659.60104;739659.60104;739659.60104;739659.60104;739659.60104;739659.60104;739659.60104;739659.60104;739659.60104;739659.60104;739659.60104;737438.73913;737438.73913;737438.73913;737438.73913;737438.73913;737438.73913;737438.73913;737438.73913;737438.73913;737438.73913;737438.73913;737438.73913;735224.54545;735224.54545;735224.54545;735224.54545;735224.54545;735224.54545;735224.54545;735224.54545;735224.54545;735224.54545;735224.54545;735224.54545;733017;733017;733017;733017;733017;733017;733017;733017;733017;733017;733017;733017;730809.45455;730809.45455;730809.45455;730809.45455;730809.45455;730809.45455;730809.45455
Hậu Giang;Châu Thành;District;86380.31154;86380.31154;86380.31154;86380.31154;86380.31154;86380.31154;86380.31154;86380.31154;86380.31154;86380.31154;86380.31154;86380.31154;86942.86938;86942.86938;86942.86938;86942.86938;86942.86938;86942.86938;86942.86938;86942.86938;86942.86938;86942.86938;86942.86938;86942.86938;87509.09091;87509.09091;87509.09091;87509.09091;87509.09091;87509.09091;87509.09091;87509.09091;87509.09091;87509.09091;87509.09091;87509.09091;88079;88079;88079;88079;88079;88079;88079;88079;88079;88079;88079;88079;88648.90909;88648.90909;88648.90909;88648.90909;88648.90909;88648.90909;88648.90909
Hậu Giang;Châu Thành A;District;98541.42702;98541.42702;98541.42702;98541.42702;98541.42702;98541.42702;98541.42702;98541.42702;98541.42702;98541.42702;98541.42702;98541.42702;98228.62614;98228.62614;98228.62614;98228.62614;98228.62614;98228.62614;98228.62614;98228.62614;98228.62614;98228.62614;98228.62614;98228.62614;97916.81818;97916.81818;97916.81818;97916.81818;97916.81818;97916.81818;97916.81818;97916.81818;97916.81818;97916.81818;97916.81818;97916.81818;97606;97606;97606;97606;97606;97606;97606;97606;97606;97606;97606;97606;97295.18182;97295.18182;97295.18182;97295.18182;97295.18182;97295.18182;97295.18182
Hậu Giang;Long Mỹ;District;79239.51776;79239.51776;79239.51776;79239.51776;79239.51776;79239.51776;79239.51776;79239.51776;79239.51776;79239.51776;79239.51776;79239.51776;78603.24982;78603.24982;78603.24982;78603.24982;78603.24982;78603.24982;78603.24982;78603.24982;78603.24982;78603.24982;78603.24982;78603.24982;77972.09091;77972.09091;77972.09091;77972.09091;77972.09091;77972.09091;77972.09091;77972.09091;77972.09091;77972.09091;77972.09091;77972.09091;77346;77346;77346;77346;77346;77346;77346;77346;77346;77346;77346;77346;76719.90909;76719.90909;76719.90909;76719.90909;76719.90909;76719.90909;76719.90909
Hậu Giang;Long Mỹ;District-level Town;64712.59475;64712.59475;64712.59475;64712.59475;64712.59475;64712.59475;64712.59475;64712.59475;64712.59475;64712.59475;64712.59475;64712.59475;63911.52097;63911.52097;63911.52097;63911.52097;63911.52097;63911.52097;63911.52097;63911.52097;63911.52097;63911.52097;63911.52097;63911.52097;63120.36364;63120.36364;63120.36364;63120.36364;63120.36364;63120.36364;63120.36364;63120.36364;63120.36364;63120.36364;63120.36364;63120.36364;62339;62339;62339;62339;62339;62339;62339;62339;62339;62339;62339;62339;61557.63636;61557.63636;61557.63636;61557.63636;61557.63636;61557.63636;61557.63636
Hậu Giang;Ngã Bảy;District-level Town;56637.3154;56637.3154;56637.3154;56637.3154;56637.3154;56637.3154;56637.3154;56637.3154;56637.3154;56637.3154;56637.3154;56637.3154;56485.13507;56485.13507;56485.13507;56485.13507;56485.13507;56485.13507;56485.13507;56485.13507;56485.13507;56485.13507;56485.13507;56485.13507;56333.36364;56333.36364;56333.36364;56333.36364;56333.36364;56333.36364;56333.36364;56333.36364;56333.36364;56333.36364;56333.36364;56333.36364;56182;56182;56182;56182;56182;56182;56182;56182;56182;56182;56182;56182;56030.63636;56030.63636;56030.63636;56030.63636;56030.63636;56030.63636;56030.63636
Hậu Giang;Phụng Hiệp;District;188716.31979;188716.31979;188716.31979;188716.31979;188716.31979;188716.31979;188716.31979;188716.31979;188716.31979;188716.31979;188716.31979;188716.31979;188482.92466;188482.92466;188482.92466;188482.92466;188482.92466;188482.92466;188482.92466;188482.92466;188482.92466;188482.92466;188482.92466;188482.92466;188249.81818;188249.81818;188249.81818;188249.81818;188249.81818;188249.81818;188249.81818;188249.81818;188249.81818;188249.81818;188249.81818;188249.81818;188017;188017;188017;188017;188017;188017;188017;188017;188017;188017;188017;188017;187784.18182;187784.18182;187784.18182;187784.18182;187784.18182;187784.18182;187784.18182
Hậu Giang;Vị Thanh;District-level City;72798.25204;72798.25204;72798.25204;72798.25204;72798.25204;72798.25204;72798.25204;72798.25204;72798.25204;72798.25204;72798.25204;72798.25204;72972.41768;72972.41768;72972.41768;72972.41768;72972.41768;72972.41768;72972.41768;72972.41768;72972.41768;72972.41768;72972.41768;72972.41768;73147;73147;73147;73147;73147;73147;73147;73147;73147;73147;73147;73147;73322;73322;73322;73322;73322;73322;73322;73322;73322;73322;73322;73322;73497;73497;73497;73497;73497;73497;73497
Hậu Giang;Vị Thủy;District;92700.12527;92700.12527;92700.12527;92700.12527;92700.12527;92700.12527;92700.12527;92700.12527;92700.12527;92700.12527;92700.12527;92700.12527;91834.01655;91834.01655;91834.01655;91834.01655;91834.01655;91834.01655;91834.01655;91834.01655;91834.01655;91834.01655;91834.01655;91834.01655;90976;90976;90976;90976;90976;90976;90976;90976;90976;90976;90976;90976;90126;90126;90126;90126;90126;90126;90126;90126;90126;90126;90126;90126;89276;89276;89276;89276;89276;89276;89276
Hòa Bình;Hòa Bình;Province;835473.79188;835473.79188;835473.79188;835473.79188;835473.79188;835473.79188;835473.79188;835473.79188;835473.79188;835473.79188;835473.79188;835473.79188;841647.13389;841647.13389;841647.13389;841647.13389;841647.13389;841647.13389;841647.13389;841647.13389;841647.13389;841647.13389;841647.13389;841647.13389;847866.09091;847866.09091;847866.09091;847866.09091;847866.09091;847866.09091;847866.09091;847866.09091;847866.09091;847866.09091;847866.09091;847866.09091;854131;854131;854131;854131;854131;854131;854131;854131;854131;854131;854131;854131;860395.90909;860395.90909;860395.90909;860395.90909;860395.90909;860395.90909;860395.90909
Hòa Bình;Cao Phong;District;44248.11142;44248.11142;44248.11142;44248.11142;44248.11142;44248.11142;44248.11142;44248.11142;44248.11142;44248.11142;44248.11142;44248.11142;44651.715;44651.715;44651.715;44651.715;44651.715;44651.715;44651.715;44651.715;44651.715;44651.715;44651.715;44651.715;45059;45059;45059;45059;45059;45059;45059;45059;45059;45059;45059;45059;45470;45470;45470;45470;45470;45470;45470;45470;45470;45470;45470;45470;45881;45881;45881;45881;45881;45881;45881
Hòa Bình;Đà Bắc;District;53886.80494;53886.80494;53886.80494;53886.80494;53886.80494;53886.80494;53886.80494;53886.80494;53886.80494;53886.80494;53886.80494;53886.80494;54256.00136;54256.00136;54256.00136;54256.00136;54256.00136;54256.00136;54256.00136;54256.00136;54256.00136;54256.00136;54256.00136;54256.00136;54627.72727;54627.72727;54627.72727;54627.72727;54627.72727;54627.72727;54627.72727;54627.72727;54627.72727;54627.72727;54627.72727;54627.72727;55002;55002;55002;55002;55002;55002;55002;55002;55002;55002;55002;55002;55376.27273;55376.27273;55376.27273;55376.27273;55376.27273;55376.27273;55376.27273
Hòa Bình;Hòa Bình;District-level City;98204.7689;98204.7689;98204.7689;98204.7689;98204.7689;98204.7689;98204.7689;98204.7689;98204.7689;98204.7689;98204.7689;98204.7689;99347.82307;99347.82307;99347.82307;99347.82307;99347.82307;99347.82307;99347.82307;99347.82307;99347.82307;99347.82307;99347.82307;99347.82307;100504.18182;100504.18182;100504.18182;100504.18182;100504.18182;100504.18182;100504.18182;100504.18182;100504.18182;100504.18182;100504.18182;100504.18182;101674;101674;101674;101674;101674;101674;101674;101674;101674;101674;101674;101674;102843.81818;102843.81818;102843.81818;102843.81818;102843.81818;102843.81818;102843.81818
Hòa Bình;Kim Bôi;District;115126.56924;115126.56924;115126.56924;115126.56924;115126.56924;115126.56924;115126.56924;115126.56924;115126.56924;115126.56924;115126.56924;115126.56924;116327.47573;116327.47573;116327.47573;116327.47573;116327.47573;116327.47573;116327.47573;116327.47573;116327.47573;116327.47573;116327.47573;116327.47573;117540.90909;117540.90909;117540.90909;117540.90909;117540.90909;117540.90909;117540.90909;117540.90909;117540.90909;117540.90909;117540.90909;117540.90909;118767;118767;118767;118767;118767;118767;118767;118767;118767;118767;118767;118767;119993.09091;119993.09091;119993.09091;119993.09091;119993.09091;119993.09091;119993.09091
Hòa Bình;Kỳ Sơn;District;33212.23108;33212.23108;33212.23108;33212.23108;33212.23108;33212.23108;33212.23108;33212.23108;33212.23108;33212.23108;33212.23108;33212.23108;33487.20452;33487.20452;33487.20452;33487.20452;33487.20452;33487.20452;33487.20452;33487.20452;33487.20452;33487.20452;33487.20452;33487.20452;33764.45455;33764.45455;33764.45455;33764.45455;33764.45455;33764.45455;33764.45455;33764.45455;33764.45455;33764.45455;33764.45455;33764.45455;34044;34044;34044;34044;34044;34044;34044;34044;34044;34044;34044;34044;34323.54545;34323.54545;34323.54545;34323.54545;34323.54545;34323.54545;34323.54545
Hòa Bình;Lạc Sơn;District;135478.55676;135478.55676;135478.55676;135478.55676;135478.55676;135478.55676;135478.55676;135478.55676;135478.55676;135478.55676;135478.55676;135478.55676;135868.5806;135868.5806;135868.5806;135868.5806;135868.5806;135868.5806;135868.5806;135868.5806;135868.5806;135868.5806;135868.5806;135868.5806;136259.72727;136259.72727;136259.72727;136259.72727;136259.72727;136259.72727;136259.72727;136259.72727;136259.72727;136259.72727;136259.72727;136259.72727;136652;136652;136652;136652;136652;136652;136652;136652;136652;136652;136652;136652;137044.27273;137044.27273;137044.27273;137044.27273;137044.27273;137044.27273;137044.27273
Hòa Bình;Lạc Thủy;District;59206.31309;59206.31309;59206.31309;59206.31309;59206.31309;59206.31309;59206.31309;59206.31309;59206.31309;59206.31309;59206.31309;59206.31309;59599.26165;59599.26165;59599.26165;59599.26165;59599.26165;59599.26165;59599.26165;59599.26165;59599.26165;59599.26165;59599.26165;59599.26165;59994.81818;59994.81818;59994.81818;59994.81818;59994.81818;59994.81818;59994.81818;59994.81818;59994.81818;59994.81818;59994.81818;59994.81818;60393;60393;60393;60393;60393;60393;60393;60393;60393;60393;60393;60393;60791.18182;60791.18182;60791.18182;60791.18182;60791.18182;60791.18182;60791.18182
Hòa Bình;Lương Sơn;District;96780.82334;96780.82334;96780.82334;96780.82334;96780.82334;96780.82334;96780.82334;96780.82334;96780.82334;96780.82334;96780.82334;96780.82334;97664.78388;97664.78388;97664.78388;97664.78388;97664.78388;97664.78388;97664.78388;97664.78388;97664.78388;97664.78388;97664.78388;97664.78388;98556.81818;98556.81818;98556.81818;98556.81818;98556.81818;98556.81818;98556.81818;98556.81818;98556.81818;98556.81818;98556.81818;98556.81818;99457;99457;99457;99457;99457;99457;99457;99457;99457;99457;99457;99457;100357.18182;100357.18182;100357.18182;100357.18182;100357.18182;100357.18182;100357.18182
Hòa Bình;Mai Châu;District;54671.49266;54671.49266;54671.49266;54671.49266;54671.49266;54671.49266;54671.49266;54671.49266;54671.49266;54671.49266;54671.49266;54671.49266;54992.44063;54992.44063;54992.44063;54992.44063;54992.44063;54992.44063;54992.44063;54992.44063;54992.44063;54992.44063;54992.44063;54992.44063;55315.27273;55315.27273;55315.27273;55315.27273;55315.27273;55315.27273;55315.27273;55315.27273;55315.27273;55315.27273;55315.27273;55315.27273;55640;55640;55640;55640;55640;55640;55640;55640;55640;55640;55640;55640;55964.72727;55964.72727;55964.72727;55964.72727;55964.72727;55964.72727;55964.72727
Hòa Bình;Tân Lạc;District;84665.33467;84665.33467;84665.33467;84665.33467;84665.33467;84665.33467;84665.33467;84665.33467;84665.33467;84665.33467;84665.33467;84665.33467;85400.16031;85400.16031;85400.16031;85400.16031;85400.16031;85400.16031;85400.16031;85400.16031;85400.16031;85400.16031;85400.16031;85400.16031;86141.36364;86141.36364;86141.36364;86141.36364;86141.36364;86141.36364;86141.36364;86141.36364;86141.36364;86141.36364;86141.36364;86141.36364;86889;86889;86889;86889;86889;86889;86889;86889;86889;86889;86889;86889;87636.63636;87636.63636;87636.63636;87636.63636;87636.63636;87636.63636;87636.63636
Hòa Bình;Yên Thủy;District;60019.53912;60019.53912;60019.53912;60019.53912;60019.53912;60019.53912;60019.53912;60019.53912;60019.53912;60019.53912;60019.53912;60019.53912;60060.66456;60060.66456;60060.66456;60060.66456;60060.66456;60060.66456;60060.66456;60060.66456;60060.66456;60060.66456;60060.66456;60060.66456;60101.81818;60101.81818;60101.81818;60101.81818;60101.81818;60101.81818;60101.81818;60101.81818;60101.81818;60101.81818;60101.81818;60101.81818;60143;60143;60143;60143;60143;60143;60143;60143;60143;60143;60143;60143;60184.18182;60184.18182;60184.18182;60184.18182;60184.18182;60184.18182;60184.18182
Hưng Yên;Hưng Yên;Province;1218994.46008;1218994.46008;1218994.46008;1218994.46008;1218994.46008;1218994.46008;1218994.46008;1218994.46008;1218994.46008;1218994.46008;1218994.46008;1218994.46008;1230137.79709;1230137.79709;1230137.79709;1230137.79709;1230137.79709;1230137.79709;1230137.79709;1230137.79709;1230137.79709;1230137.79709;1230137.79709;1230137.79709;1241383;1241383;1241383;1241383;1241383;1241383;1241383;1241383;1241383;1241383;1241383;1241383;1252731;1252731;1252731;1252731;1252731;1252731;1252731;1252731;1252731;1252731;1252731;1252731;1264079;1264079;1264079;1264079;1264079;1264079;1264079
Hưng Yên;Ân Thi;District;132606.96915;132606.96915;132606.96915;132606.96915;132606.96915;132606.96915;132606.96915;132606.96915;132606.96915;132606.96915;132606.96915;132606.96915;133202.96343;133202.96343;133202.96343;133202.96343;133202.96343;133202.96343;133202.96343;133202.96343;133202.96343;133202.96343;133202.96343;133202.96343;133801.63636;133801.63636;133801.63636;133801.63636;133801.63636;133801.63636;133801.63636;133801.63636;133801.63636;133801.63636;133801.63636;133801.63636;134403;134403;134403;134403;134403;134403;134403;134403;134403;134403;134403;134403;135004.36364;135004.36364;135004.36364;135004.36364;135004.36364;135004.36364;135004.36364
Hưng Yên;Hưng Yên;District-level City;113432.64803;113432.64803;113432.64803;113432.64803;113432.64803;113432.64803;113432.64803;113432.64803;113432.64803;113432.64803;113432.64803;113432.64803;114398.84544;114398.84544;114398.84544;114398.84544;114398.84544;114398.84544;114398.84544;114398.84544;114398.84544;114398.84544;114398.84544;114398.84544;115373.27273;115373.27273;115373.27273;115373.27273;115373.27273;115373.27273;115373.27273;115373.27273;115373.27273;115373.27273;115373.27273;115373.27273;116356;116356;116356;116356;116356;116356;116356;116356;116356;116356;116356;116356;117338.72727;117338.72727;117338.72727;117338.72727;117338.72727;117338.72727;117338.72727
